ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
561,1,,155,イラクサ科,Urticaceae,ハドノキ,Oreocnide pedunculata (Shirai) Masam.,自生,
562,4,h,155,イラクサ科,Urticaceae,ハドイワガネ,Oreocnide x intermedia (Hatus.) Tateishi,自生,
564,1,,155,イラクサ科,Urticaceae,タチゲヒカゲミズ,Parietaria micrantha Ledeb.  var. coreana (Nakai) H.Hara,自生,
565,1,,155,イラクサ科,Urticaceae,ヒカゲミズ,Parietaria micrantha Ledeb. var. micrantha,自生,
568,1,,155,イラクサ科,Urticaceae,アラゲサンショウソウ,Pellionia brevifolia Benth.,自生,
570,1,,155,イラクサ科,Urticaceae,キミズモドキ,Pellionia japonica Hatus.,自生,固有
571,1,,155,イラクサ科,Urticaceae,サンショウソウ,Pellionia minima Makino,自生,
572,1,,155,イラクサ科,Urticaceae,オオサンショウソウ,Pellionia radicans (Siebold et Zucc.) Wedd.,自生,
574,1,,155,イラクサ科,Urticaceae,キミズ,Pellionia scabra Benth.,自生,
575,1,,155,イラクサ科,Urticaceae,ナガバサンショウソウ,Pellionia yosiei (H.Hara) H.Hara ex Ohwi,自生,固有
576,1,,155,イラクサ科,Urticaceae,ミヤマミズ,Pilea angulata (Blume) Blume  subsp. petiolaris (Siebold et Zucc.) C.J.Chen,自生,
577,1,,155,イラクサ科,Urticaceae,シマミズ,Pilea aquarum Dunn  subsp. brevicornuta (Hayata) C.J.Chen,自生,
579,3,f,155,イラクサ科,Urticaceae,ヒメアオミズ,Pilea hamaoi Makino f. yakushimensis (Hatus.) Y.Tateishi,自生,
580,1,,155,イラクサ科,Urticaceae,ヤマミズ,Pilea japonica (Maxim.) Hand.-Mazz.,自生,
581,3,f,155,イラクサ科,Urticaceae,オオヤマミズ,Pilea japonica (Maxim.) Hand.-Mazz. f. major Hatus.,自生,
582,3,f,155,イラクサ科,Urticaceae,アキヤマミズ,Pilea japonica (Maxim.) Hand.-Mazz. f. pilosa Hiyama,自生,
583,1,,155,イラクサ科,Urticaceae,ミヤコミズ,Pilea kiotensis Ohwi,自生,
585,1,,155,イラクサ科,Urticaceae,コミヤマミズ,Pilea notata C.H.Wright,自生,
587,1,,155,イラクサ科,Urticaceae,コケミズ,Pilea peploides (Gaudich.) Hook. et Arn.,自生,
588,1,,155,イラクサ科,Urticaceae,ミズ,Pilea pumila (L.) A.Gray var. hamaoi (Makino) C.J. Chen,自生,
589,1,,155,イラクサ科,Urticaceae,アオミズ,Pilea pumila (L.) A.Gray var. pumila,自生,
590,1,,155,イラクサ科,Urticaceae,ツクシミズ,Pilea sinofasciata C.J.Chen,自生,
591,1,,155,イラクサ科,Urticaceae,ソハヤキミズ,Pilea swinglei Merr.,自生,固有
592,1,,155,イラクサ科,Urticaceae,ヌノマオ,Pipturus arborescens (Link) C.B.Rob.,自生,
593,1,,155,イラクサ科,Urticaceae,ヤンバルツルマオ,Pouzolzia zeylanica (L.) Benn.,自生,
594,1,,155,イラクサ科,Urticaceae,セキモンウライソウ,Procris boninensis Tuyama,自生,固有
597,1,,155,イラクサ科,Urticaceae,ホソバイラクサ,Urtica angustifolia Fisch. ex Hornem. var. angustifolia,自生,
598,1,,155,イラクサ科,Urticaceae,ナガバイラクサ,Urtica angustifolia Fisch. ex Hornem. var. sikokiana (Makino) Ohwi,自生,
600,1,,155,イラクサ科,Urticaceae,コバノイラクサ,Urtica laetevirens Maxim.,自生,
601,1,,155,イラクサ科,Urticaceae,エゾイラクサ,Urtica platyphylla Wedd.,自生,
602,1,,155,イラクサ科,Urticaceae,イラクサ,Urtica thunbergiana Siebold et Zucc.,自生,
288,1,,157,ブナ科,Fagaceae,クリ,Castanea crenata Siebold et Zucc.,自生,固有
290,3,f,157,ブナ科,Fagaceae,タンバグリ,Castanea crenata Siebold et Zucc. f. gigantea Makino,自生,
291,3,f,157,ブナ科,Fagaceae,ハゼグリ,Castanea crenata Siebold et Zucc. f. imperfecta (Makino) Sugim.,自生,
292,3,f,157,ブナ科,Fagaceae,シダレグリ,Castanea crenata Siebold et Zucc. f. pendula (Miyoshi) Sugim.,自生,
293,3,f,157,ブナ科,Fagaceae,ハナグリ,Castanea crenata Siebold et Zucc. f. pulchella (Honda) Sugim.,自生,
299,1,,157,ブナ科,Fagaceae,ツブラジイ,Castanopsis cuspidata (Thunb.) Schottky,自生,
308,1,,157,ブナ科,Fagaceae,オキナワジイ,Castanopsis sieboldii (Makino) Hatus. ex T.Yamaz. et Mashiba subsp. lutchuensis (Koidz.) H.Ohba,自生,固有
309,1,,157,ブナ科,Fagaceae,スダジイ,Castanopsis sieboldii (Makino) Hatus. ex T.Yamaz. et Mashiba subsp. sieboldii,自生,
311,1,,157,ブナ科,Fagaceae,ブナ,Fagus crenata Blume,自生,固有
315,1,,157,ブナ科,Fagaceae,イヌブナ,Fagus japonica Maxim.,自生,固有
324,1,,157,ブナ科,Fagaceae,マテバシイ,Lithocarpus edulis (Makino) Nakai,自生,固有
326,1,,157,ブナ科,Fagaceae,シリブカガシ,Lithocarpus glaber (Thunb.) Nakai,自生,
335,1,,157,ブナ科,Fagaceae,アカガシ,Quercus acuta Thunb.,自生,
336,3,f,157,ブナ科,Fagaceae,ヤナギアカガシ,Quercus acuta Thunb. f. lanceolata Hatus.,自生,
337,1,,157,ブナ科,Fagaceae,クヌギ,Quercus acutissima Carruth.,自生,
339,1,,157,ブナ科,Fagaceae,ナラガシワ,Quercus aliena Blume,自生,
340,1,,157,ブナ科,Fagaceae,アオナラガシワ,Quercus aliena Blume f. pellucida (Blume) Sugim.,自生,
342,1,,157,ブナ科,Fagaceae,ミズナラ,Quercus crispula Blume var. crispula,自生,
343,1,,157,ブナ科,Fagaceae,ミヤマナラ,Quercus crispula Blume var. horikawae H.Ohba,自生,固有
345,1,,157,ブナ科,Fagaceae,カシワ,Quercus dentata Thunb.,自生,
347,3,f,157,ブナ科,Fagaceae,ハゴロモガシワ,Quercus dentata Thunb. f. pinnatifida (Franch. et Sav.) Rehder,自生,
350,1,,157,ブナ科,Fagaceae,イチイガシ,Quercus gilva Blume,自生,
352,3,f,157,ブナ科,Fagaceae,ヒリュウガシ,Quercus glauca Thunb. f. lacera (Blume) Kitam.,自生,
353,1,,157,ブナ科,Fagaceae,アマミアラカシ,Quercus glauca Thunb. var. amamiana (Hatus.) Hatus. ex H.Ohba,自生,
354,1,,157,ブナ科,Fagaceae,アラカシ,Quercus glauca Thunb. var. glauca,自生,
356,1,,157,ブナ科,Fagaceae,ハナガガシ,Quercus hondae Makino,自生,固有
360,1,,157,ブナ科,Fagaceae,オキナワウラジロガシ,Quercus miyagii Koidz.,自生,固有
344,1,,157,ブナ科,Fagaceae,フモトミズナラ,Quercus mongolica Fisch. ex Ledeb. var. mongolicoides (H. Ohba) M. Aizawa,自生,固有
13990,1,,157,ブナ科,Fagaceae,フモトミズナラ,Quercus mongolicoides (H.Ohba) Hiroki,自生,
362,1,,157,ブナ科,Fagaceae,シラカシ,Quercus myrsinifolia Blume,自生,
365,1,,157,ブナ科,Fagaceae,ウバメガシ,Quercus phillyreoides A.Gray,自生,固有
366,3,f,157,ブナ科,Fagaceae,チリメンガシ,Quercus phillyreoides A.Gray f. crispa (Matsum.) Kitam. et T.Horik.,自生,
367,3,f,157,ブナ科,Fagaceae,ケウバメガシ,Quercus phillyreoides A.Gray f. wrightii (Nakai) Makino,自生,固有
369,1,,157,ブナ科,Fagaceae,ウラジロガシ,Quercus salicina Blume,自生,
370,3,f,157,ブナ科,Fagaceae,ヒロハウラジロガシ,Quercus salicina Blume f. latifolia (Nakai) H.Ohba,自生,
371,1,,157,ブナ科,Fagaceae,コナラ,Quercus serrata Murray,自生,
372,3,f,157,ブナ科,Fagaceae,シダレコナラ,Quercus serrata Murray f.  dependens Nakai,自生,
373,3,f,157,ブナ科,Fagaceae,テリハコナラ,Quercus serrata Murray f.  donarium (Nakai) Kitam.,自生,
374,3,f,157,ブナ科,Fagaceae,ハゴロモアオナラ,Quercus serrata Murray f.  pinnata (Koidz.) Kitam. et T.Horik.,自生,
375,3,f,157,ブナ科,Fagaceae,タレハハゴロモアオナラ,Quercus serrata Murray f.  pinnatifida (Koidz.) Kitam. et T.Horik.,自生,
376,3,f,157,ブナ科,Fagaceae,ナガミコナラ,Quercus serrata Murray f. longicarpa (Uyeki) Kitam. et T.Horik.,自生,
378,1,,157,ブナ科,Fagaceae,ツクバネガシ,Quercus sessilifolia Blume,自生,固有
383,1,,157,ブナ科,Fagaceae,アベマキ,Quercus variabilis Blume,自生,
384,4,h,157,ブナ科,Fagaceae,ナラミズガシワ,Quercus x alienocrispula H.Ohba,自生,固有
385,4,h,157,ブナ科,Fagaceae,カシワコナラ,Quercus x angustilepidota Nakai,自生,
386,4,h,157,ブナ科,Fagaceae,ミズコナラ,Quercus x crispuloserrata (Sugim.) M.Kikuchi,自生,固有
387,4,h,157,ブナ科,Fagaceae,チンゼイガシ,Quercus x kiusiana (Nakai) H.Ohba,自生,
388,4,h,157,ブナ科,Fagaceae,ホソバガシワ,Quercus x nipponica Koidz.,自生,固有
389,4,h,157,ブナ科,Fagaceae,オオツクバネガシ,Quercus x takaoyamensis Makino,自生,固有
390,4,h,157,ブナ科,Fagaceae,コガシワ,Quercus x takatorensis Makino,自生,
391,4,h,157,ブナ科,Fagaceae,イズアカガシ,Quercus x yokohamensis (Makino) Makino ex H.Ohba,自生,
8,1,,158,ヤマモモ科,Myricaceae,ヤチヤナギ,Myrica gale L. var. tomentosa C.DC.,自生,
9,1,,158,ヤマモモ科,Myricaceae,ヤマモモ,Myrica rubra (Lour.) Siebold & Zucc.,自生,
10,3,f,158,ヤマモモ科,Myricaceae,シロヤマモモ,Myrica rubra Siebold et Zucc. f. alba (Makino) Okuyama,自生,
15,4,h,159,クルミ科,Juglandaceae,ミゾナシオタフクグルミ,Juglans mandshurica Maxim. nothovar. avellana (Dode) Kitam.,自生,
18,1,,159,クルミ科,Juglandaceae,オニグルミ,Juglans mandshurica Maxim. var. sachalinensis (Komatsu) Kitam.,自生,
22,1,,159,クルミ科,Juglandaceae,ノグルミ,Platycarya strobilacea Siebold et Zucc.,自生,
23,1,,159,クルミ科,Juglandaceae,サワグルミ,Pterocarya rhoifolia Siebold et Zucc.,自生,固有
220,1,,162,カバノキ科,Betulaceae,ミヤマハンノキ,Alnus alnobetula (Ehrh.) K.Koch subsp. maximowiczii (Callier) Chery,自生,
202,1,,162,カバノキ科,Betulaceae,ミヤマカワラハンノキ,Alnus fauriei H.Lév. et Vaniot,自生,固有
203,1,,162,カバノキ科,Betulaceae,ヤシャブシ,Alnus firma Siebold et Zucc. var. firma,自生,
204,1,,162,カバノキ科,Betulaceae,ミヤマヤシャブシ,Alnus firma Siebold et Zucc. var. hirtella (Franch. et Sav.) H.Ohba,自生,固有
206,1,,162,カバノキ科,Betulaceae,ケヤマハンノキ,Alnus hirsuta (Spach) Turcz. ex Rupr. var. hirsuta,自生,
207,1,,162,カバノキ科,Betulaceae,ヤマハンノキ,Alnus hirsuta (Spach) Turcz. ex Rupr. var. sibirica (Spach) C.K.Schneid.,自生,
208,1,,162,カバノキ科,Betulaceae,タニガワハンノキ,Alnus inokumae Murai et Kusaka,自生,固有
209,3,f,162,カバノキ科,Betulaceae,ケハンノキ,Alnus japonica (Thunb.) Steud. f. koreana (Callier) H.Ohba,自生,
211,1,,162,カバノキ科,Betulaceae,ハンノキ,Alnus japonica (Thunb.) Steud. var. japonica,自生,
212,1,,162,カバノキ科,Betulaceae,ヤハズハンノキ,Alnus matsumurae Callier,自生,固有
214,1,,162,カバノキ科,Betulaceae,ヒメヤシャブシ,Alnus pendula Matsum.,自生,固有
215,1,,162,カバノキ科,Betulaceae,カワラハンノキ,Alnus serrulatoides Callier,自生,固有
216,1,,162,カバノキ科,Betulaceae,ケカワラハンノキ,Alnus serrulatoides Callier f. katoana (Yanagita) H.Ohba,自生,固有
217,1,,162,カバノキ科,Betulaceae,オオバヤシャブシ,Alnus sieboldiana Matsum.,自生,固有
218,1,,162,カバノキ科,Betulaceae,サクラバハンノキ,Alnus trabeculosa Hand.-Mazz.,自生,
219,3,f,162,カバノキ科,Betulaceae,オオバミヤマハンノキ,Alnus viridis (Chaix) Lam. et DC. subsp. maximowiczii (Callier) D.Löve f. grandifolia (Miyabe et Tatew.),自生,
221,1,,162,カバノキ科,Betulaceae,カラフトミヤマハンノキ,Alnus viridis (Chaix) Lam. et DC. subsp. maximowiczii (Callier) D.Löve var. sachalinensis (Koidz.) ,自生,
222,4,h,162,カバノキ科,Betulaceae,アイノコヤシャブシ,Alnus x hanedae Sugim.,自生,
223,4,h,162,カバノキ科,Betulaceae,イワキハンノキ,Alnus x hosoii M.Mizush.,自生,固有
224,4,h,162,カバノキ科,Betulaceae,ヒロハハンノキ,Alnus x mayrii Callier  nothovar. glabrescens Nakai,自生,
225,4,h,162,カバノキ科,Betulaceae,ウスゲヒロハハンノキ,Alnus x mayrii Callier nothovar. mayrii,自生,
226,4,h,162,カバノキ科,Betulaceae,モリオカハンノキ,Alnus x moriokaensis Murai,自生,
227,4,h,162,カバノキ科,Betulaceae,タルミヤシャブシ,Alnus x peculiaris Hiyama,自生,
228,4,h,162,カバノキ科,Betulaceae,ウラジロカワラハンノキ,Alnus x suginoi Sugim.,自生,
230,1,,162,カバノキ科,Betulaceae,アポイカンバ,Betula apoiensis Nakai,自生,固有
231,1,,162,カバノキ科,Betulaceae,チチブミネバリ,Betula chichibuensis H.Hara,自生,固有
233,1,,162,カバノキ科,Betulaceae,ネコシデ,Betula corylifolia Regel et Maxim.,自生,固有
234,1,,162,カバノキ科,Betulaceae,チョウセンミネバリ,Betula costata Trautv.,自生,
235,1,,162,カバノキ科,Betulaceae,ヒダカヤエガワ,Betula davurica Pall.  var. okuboi Miyabe et Tatew.,自生,固有
236,1,,162,カバノキ科,Betulaceae,ヤエガワカンバ,Betula davurica Pall. var. davurica,自生,
237,1,,162,カバノキ科,Betulaceae,,Betula davurica Pall. var. parvifolia Ashburner et McAll.,自生,
238,3,f,162,カバノキ科,Betulaceae,アツカワダケカンバ,Betula ermanii Cham. f. corticosa (Nakai) Sugim.,自生,
239,1,,162,カバノキ科,Betulaceae,ダケカンバ,Betula ermanii Cham. var. ermanii,自生,
241,1,,162,カバノキ科,Betulaceae,アカカンバ,Betula ermanii Cham. var. subcordata (Regel) Koidz.,自生,固有
244,1,,162,カバノキ科,Betulaceae,ジゾウカンバ,Betula globispica Shirai,自生,固有
245,1,,162,カバノキ科,Betulaceae,ミズメ,Betula grossa Siebold et Zucc.,自生,固有
246,1,,162,カバノキ科,Betulaceae,ウダイカンバ,Betula maximowicziana Regel,自生,固有
248,1,,162,カバノキ科,Betulaceae,ヤチカンバ,Betula ovalifolia Rupr.,自生,
251,1,,162,カバノキ科,Betulaceae,シラカンバ,Betula platyphylla Sukaczev var. japonica (Miq.) H.Hara,自生,
252,3,f,162,カバノキ科,Betulaceae,キレハシラカンバ,Betula platyphylla Sukaczev var. japonica (Miq.) H.Hara  f. laciniata (Miyabe et Tatew.) H.Hara,自生,
253,1,,162,カバノキ科,Betulaceae,エゾノシラカンバ,Betula platyphylla Sukaczev var. kamtschatica (Regel) H.Hara,自生,
254,1,,162,カバノキ科,Betulaceae,カラフトシラカンバ,Betula platyphylla Sukaczev var. mandshurica (Regel) H.Hara,自生,
256,1,,162,カバノキ科,Betulaceae,エゾノオオシラカンバ,Betula platyphylla Sukaczev var. pluricostata (Koidz.) Tatew.,自生,
257,1,,162,カバノキ科,Betulaceae,ホソバオノオレ,Betula schmidtii Regel var. angustifolia (Shirai) Makino et Nemoto,自生,
258,1,,162,カバノキ科,Betulaceae,オノオレカンバ,Betula schmidtii Regel var. schmidtii,自生,
259,4,h,162,カバノキ科,Betulaceae,オクエゾシラカンバ,Betula x avaczensis Kom.,自生,
260,4,h,162,カバノキ科,Betulaceae,,Betula x dosmannii McAll.,自生,
261,1,,162,カバノキ科,Betulaceae,ビロードサワシバ,Carpinus cordata Blume var. chinensis Franch.,自生,
262,1,,162,カバノキ科,Betulaceae,サワシバ,Carpinus cordata Blume var. cordata,自生,
263,1,,162,カバノキ科,Betulaceae,オオサワシバ,Carpinus cordata Blume var. pseudojaponica H.J.P.Winkl.,自生,固有
266,1,,162,カバノキ科,Betulaceae,オオクマシデ,Carpinus japonica Blume var. cordifolia H.J.P.Winkl.,自生,固有
267,1,,162,カバノキ科,Betulaceae,クマシデ,Carpinus japonica Blume var. japonica,自生,固有
269,1,,162,カバノキ科,Betulaceae,アカシデ,Carpinus laxiflora (Siebold et Zucc.) Blume,自生,
270,3,f,162,カバノキ科,Betulaceae,シダレアカシデ,Carpinus laxiflora (Siebold et Zucc.) Blume f. pendula (Miyoshi) Sugim.,自生,
272,1,,162,カバノキ科,Betulaceae,イヌシデ,Carpinus tschonoskii Maxim.,自生,
273,3,f,162,カバノキ科,Betulaceae,シダレイヌシデ,Carpinus tschonoskii Maxim. f. pendula Hayashi,自生,
274,1,,162,カバノキ科,Betulaceae,イワシデ,Carpinus turczaninovii Hance,自生,
277,1,,162,カバノキ科,Betulaceae,オオハシバミ,Corylus heterophylla Fisch. ex Besser var. heterophylla,自生,
278,1,,162,カバノキ科,Betulaceae,ハシバミ,Corylus heterophylla Fisch. ex Besser var. thunbergii Blume,自生,
280,3,f,162,カバノキ科,Betulaceae,コツノハシバミ,Corylus sieboldiana Blume f. mitis (Maxim.) Sugim.,自生,
281,1,,162,カバノキ科,Betulaceae,トックリハシバミ,Corylus sieboldiana Blume var. brevirostris C.K.Schneid.,自生,
282,1,,162,カバノキ科,Betulaceae,オオツノハシバミ,Corylus sieboldiana Blume var. mandshurica (Maxim. ex Rupr.) C.K.Schneid.,自生,
283,1,,162,カバノキ科,Betulaceae,ツノハシバミ,Corylus sieboldiana Blume var. sieboldiana,自生,
284,1,,162,カバノキ科,Betulaceae,アサダ,Ostrya japonica Sarg.,自生,固有
285,3,f,162,カバノキ科,Betulaceae,コアサダ,Ostrya japonica Sarg. f. homochaeta (Honda) Koji Ito,自生,
4559,1,,166,ドクウツギ科,Coriariaceae,ドクウツギ,Coriaria japonica A.Gray,自生,固有
5408,1,,167,ウリ科,Cucurbitaceae,ゴキヅル,Actinostemma tenerum Griff.,自生,
5432,1,,167,ウリ科,Cucurbitaceae,オキナワスズメウリ,Diplocyclos palmatus (L.) C.Jeffrey,自生,
5434,1,,167,ウリ科,Cucurbitaceae,アマチャヅル,Gynostemma pentaphyllum (Thunb.) Makino,自生,
5435,1,,167,ウリ科,Cucurbitaceae,ソナレアマチャヅル,Gynostemma pentaphyllum (Thunb.) Makino  var. maritimum Kitam.,自生,固有
5444,1,,167,ウリ科,Cucurbitaceae,サンゴジュスズメウリ,Mukia maderaspatana (L.) M.Roem.,自生,
5445,1,,167,ウリ科,Cucurbitaceae,ミヤマニガウリ,Schizopepon bryoniifolius Maxim.,自生,
5455,1,,167,ウリ科,Cucurbitaceae,カラスウリ,Trichosanthes cucumeroides (Ser.) Maxim. ex Franch. et Sav.,自生,
5456,1,,167,ウリ科,Cucurbitaceae,イモノハカラスウリ,Trichosanthes homophylla Hayata,自生,
5457,1,,167,ウリ科,Cucurbitaceae,イシガキカラスウリ,Trichosanthes homophylla Hayata  var. ishigakiensis (E.Walker) T.Yamaz.,自生,固有
5458,1,,167,ウリ科,Cucurbitaceae,キカラスウリ,Trichosanthes kirilowii Maxim.  var. japonica (Miq.) Kitam.,自生,固有
5460,1,,167,ウリ科,Cucurbitaceae,オオカラスウリ,Trichosanthes laceribractea Hayata,自生,
5461,1,,167,ウリ科,Cucurbitaceae,リュウキュウカラスウリ,Trichosanthes miyagii Hayata,自生,固有
5462,1,,167,ウリ科,Cucurbitaceae,モミジカラスウリ,Trichosanthes multiloba Miq.,自生,固有
5463,1,,167,ウリ科,Cucurbitaceae,ムニンカラスウリ,Trichosanthes ovigera Blume var. boninensis (Nakai ex Tuyama) H.Ohba,自生,固有
5464,1,,167,ウリ科,Cucurbitaceae,ケカラスウリ,Trichosanthes pilosa Lour.,自生,固有
5466,1,,167,ウリ科,Cucurbitaceae,ホソガタスズメウリ,Zehneria bodinieri (H.Lév.) W.J.de Wilde et Duyfjes,自生,
5467,1,,167,ウリ科,Cucurbitaceae,クロミノオキナワスズメウリ,Zehneria guamensis (Merr.) Fosberg,自生,固有
5468,1,,167,ウリ科,Cucurbitaceae,スズメウリ,Zehneria japonica (Thunb.) H.Y.Liu,自生,
5469,1,,167,ウリ科,Cucurbitaceae,サツマスズメウリ,Zehneria perpusilla (Blume) Bole et M.R.Almeida  var. deltifrons (Ohwi) H.Ohba,自生,固有
5387,1,,170,シュウカイドウ科,Begoniaceae,コウトウシュウカイドウ,Begonia fenicis Merr.,自生,
5388,1,,170,シュウカイドウ科,Begoniaceae,マルヤマシュウカイドウ,Begonia formosana (Hayata) Masam.,自生,
4761,1,,172,ニシキギ科,Celastraceae,イワウメヅル,Celastrus flagellaris Rupr.,自生,
4763,1,,172,ニシキギ科,Celastraceae,リュウキュウツルウメモドキ,Celastrus kusanoi Hayata var. glaber Hatus.,自生,固有
4764,1,,172,ニシキギ科,Celastraceae,ツルウメモドキ,Celastrus orbiculatus Thunb. var. orbiculatus,自生,
